Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Tunisia,2007,17.4,6.1,-2.1,1.13,0.92,10212137,177487,62600,-21445,114887,93441
Africa,Uganda,1998,50,16.8,1.2,3.33,3.44,21461307,1073280,359692,25324,713588,738913
Africa,Uganda,1999,49.8,16.4,-0.9,3.34,3.24,22190623,1105315,364814,-20859,740501,719642
Africa,Uganda,2000,49.5,16.2,-1.5,3.34,3.19,22916079,1135263,370095,-33916,765168,731252
Africa,Uganda,2001,49.3,15.9,-3.3,3.34,3.01,23637605,1164388,375365,-77295,789023,711728
Africa,Uganda,2002,48.7,15.4,-0.7,3.33,3.26,24391047,1187356,375866,-16342,811490,795148
Africa,Uganda,2003,48.2,15,-0.6,3.33,3.27,25200119,1215654,376742,-15876,838912,823036
Africa,Uganda,2004,47.8,14.5,0.1,3.33,3.34,26046980,1246088,377942,2605,868146,870751
Africa,Uganda,2005,47.5,14.1,-1.1,3.34,3.23,26916576,1277192,379255,-29339,897937,868598
Africa,Uganda,2006,47.1,13.7,-0.3,3.34,3.31,27810686,1309049,380728,-8621,928321,919699
Africa,Uganda,2007,46.7,13.3,-2.7,3.34,3.06,28710199,1339331,381846,-78092,957485,879393
Africa,WesternSahara,1998,38.3,11.5,21,2.69,4.79,306348,11742,3508,6442,8235,14677
Africa,WesternSahara,1999,37.8,11.2,20.1,2.66,4.66,321175,12131,3600,6443,8530,14973
Africa,WesternSahara,2000,37.2,11,19.2,2.62,4.54,336295,12514,3693,6443,8821,15264
Africa,WesternSahara,2001,36.6,10.8,18.3,2.58,4.42,351692,12872,3788,6443,9084,15527
Africa,WesternSahara,2002,36.2,10.6,17.5,2.57,4.32,367389,13307,3883,6440,9424,15864
Africa,WesternSahara,2003,35.7,10.4,16.8,2.54,4.22,383404,13703,3980,6441,9723,16164
Africa,WesternSahara,2004,35.4,10.2,16.1,2.52,4.13,399736,14131,4073,6444,10057,16501
Africa,WesternSahara,2005,34.9,10,10.9,2.49,3.57,415400,14485,4158,4507,10327,14834
Africa,WesternSahara,2006,34.4,9.8,10.3,2.46,3.49,430317,14812,4230,4419,10581,15001
Africa,WesternSahara,2007,34,9.7,9.7,2.43,3.4,445397,15130,4298,4329,10832,15161
Africa,Zambia,1998,44.5,18.5,0,2.6,2.6,9428653,419292,174430,0,244862,244862
Africa,Zambia,1999,44.2,18.5,3.5,2.57,2.92,9692594,427928,178828,34021,249100,283121
Africa,Zambia,2000,43.9,17.9,4.1,2.6,3,9983878,437793,178711,40435,259082,299516
Africa,Zambia,2001,44,17.4,2.7,2.66,2.94,10284605,452934,179055,28077,273879,301956
Africa,Zambia,2002,44.2,17,-4,2.73,2.33,10558408,467104,179071,-42445,288033,245589
Africa,Zambia,2003,44.4,16.6,-2.3,2.79,2.56,10819896,480836,179069,-24453,301767,277314
Africa,Zambia,2004,44.6,16.2,-5.1,2.85,2.34,11088247,494979,179075,-56439,315904,259465
Africa,Zambia,2005,44.8,15.8,-1.9,2.91,2.72,11372462,509827,179457,-21267,330370,309104
Africa,Zambia,2006,44.6,15.4,-3.3,2.92,2.59,11678306,520736,179963,-38071,340773,302702
Africa,Zambia,2007,44.4,15,-0.8,2.93,2.85,12000691,532231,180490,-9601,351740,342140
Africa,Zimbabwe,1998,32.6,15.7,0.1,1.69,1.7,11757087,382928,184586,823,198342,199165
Africa,Zimbabwe,1999,32.7,16.5,-4.2,1.63,1.21,11928679,390306,196465,-49981,193841,143860
Africa,Zimbabwe,2000,32.9,17.3,-7.8,1.55,0.78,12047417,395758,208661,-93488,187096,93608
Africa,Zimbabwe,2001,32.9,17.2,-6.4,1.57,0.93,12150636,399999,208869,-78250,191130,112879
Africa,Zimbabwe,2002,33,17.1,-13.3,1.59,0.26,12223057,403728,209014,-162811,194713,31902
Africa,Zimbabwe,2003,33.1,17,-12.7,1.61,0.34,12259894,405925,208786,-155455,197139,41684
Africa,Zimbabwe,2004,33.2,17,-16.7,1.62,-0.05,12277825,407869,208477,-205162,199392,-5771
Africa,Zimbabwe,2005,33.9,17,-17.6,1.7,-0.06,12270957,416231,208238,-215846,207993,-7853
Africa,Zimbabwe,2006,34.5,15.8,-7.5,1.87,1.12,12336225,425723,195406,-92028,230317,138289
Africa,Zimbabwe,2007,35,14.8,-15.3,2.02,0.49,12435758,435127,184174,-190267,250954,60686
Custom Region,Kenya,1998,34.7,11.8,0,2.29,2.29,29188217,1012831,344713,-584,668118,667535
Custom Region,Kenya,1999,36.3,12,-0.7,2.43,2.36,29874295,1082943,356998,-21211,725945,704735
Custom Region,Kenya,2000,37.8,12.1,-0.8,2.57,2.49,30605901,1155373,370025,-23873,785347,761475
Custom Region,Kenya,2001,39.2,12.1,0.9,2.7,2.79,31423090,1230214,381162,26710,849052,875762
Custom Region,Kenya,2002,40.5,12,-0.4,2.84,2.8,32313484,1307404,389054,-12279,918349,906070
Custom Region,Kenya,2003,40.6,11.8,0.1,2.87,2.89,33244826,1348078,392621,3989,955456,959446
Custom Region,Kenya,2004,40.6,11.5,0.1,2.91,2.92,34223442,1389130,392201,2396,996929,999325
Custom Region,Kenya,2005,40.5,11.1,0.3,2.94,2.97,35246309,1426066,389472,11279,1036594,1047873
Custom Region,Kenya,2006,40,10.5,0.6,2.95,3.01,36316148,1452646,380230,21427,1072416,1093842
Custom Region,Kenya,2007,39.2,9.8,-0.2,2.94,2.92,37408875,1466428,365859,-6734,1100569,1093836
