Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Mozambique,2023,36.3,10.3,-1.6,2.6,2.44,30778133,1116938,316707,-49861,800231,750371
Africa,Mozambique,2024,35.9,10.1,-1.6,2.59,2.43,31534633,1133355,318184,-50140,815170,765030
Africa,Mozambique,2025,35.6,9.9,-1.6,2.57,2.41,32306018,1149448,319507,-50074,829942,779867
Africa,Mozambique,2026,35.3,9.7,-0.3,2.56,2.53,33114109,1169921,320876,-9934,849046,839112
Africa,Mozambique,2027,35.1,9.5,-0.3,2.56,2.53,33961935,1190705,321959,-9849,868746,858897
Africa,Mozambique,2028,34.8,9.3,-0.3,2.55,2.52,34829379,1211366,323217,-10101,888149,878049
Africa,Mozambique,2029,34.5,9.1,-0.3,2.54,2.51,35716036,1231489,324302,-10000,907187,897187
Africa,Mozambique,2030,34.2,8.9,-0.3,2.53,2.5,36621541,1250992,325199,-9888,925793,915905
Africa,Mozambique,2031,33.8,8.7,-0.3,2.52,2.49,37545861,1270176,325898,-10137,944278,934141
Africa,Mozambique,2032,33.5,8.5,-0.3,2.5,2.48,38489139,1289386,326003,-10007,963383,953376
Africa,Mozambique,2033,33.2,8.3,-0.3,2.49,2.47,39451480,1308606,325869,-9863,982736,972873
Africa,Mozambique,2034,32.8,8.1,-0.3,2.48,2.45,40432927,1327413,325485,-10108,1001928,991820
Africa,Namibia,2020,25.7,7.3,0,1.84,1.84,2630073,67567,19252,0,48314,48314
Africa,Namibia,2021,25.4,7.1,0,1.83,1.83,2678739,67960,18939,0,49021,49021
Africa,Namibia,2022,25.1,6.9,0,1.82,1.82,2728072,68338,18687,0,49651,49651
Africa,Namibia,2023,24.7,6.6,0,1.81,1.81,2778016,68673,18446,0,50227,50227
Africa,Namibia,2024,24.4,6.5,0,1.79,1.79,2828480,68930,18244,0,50686,50686
Africa,Namibia,2025,24,6.3,0,1.77,1.77,2879366,69134,18054,0,51080,51080
Africa,Namibia,2026,23.7,6.1,0,1.76,1.76,2930635,69456,17994,0,51462,51462
Africa,Namibia,2027,23.4,6,0,1.74,1.74,2982275,69785,17953,0,51832,51832
Africa,Namibia,2028,23.1,5.9,0,1.72,1.72,3034227,70030,17963,0,52067,52067
Africa,Namibia,2029,22.8,5.8,0,1.69,1.69,3086412,70247,17963,0,52284,52284
Africa,Namibia,2030,22.4,5.7,0,1.67,1.67,3138740,70371,17985,0,52386,52386
Africa,Namibia,2031,22.1,5.7,0,1.65,1.65,3191183,70589,18094,0,52495,52495
Africa,Namibia,2032,21.8,5.6,0,1.62,1.62,3243734,70778,18197,0,52581,52581
Africa,Namibia,2033,21.5,5.6,0,1.6,1.6,3296330,70937,18328,0,52609,52609
Africa,Namibia,2034,21.2,5.5,0,1.57,1.57,3348908,71030,18486,0,52544,52544
Africa,Niger,2020,42.5,11,-0.5,3.16,3.11,21151442,899359,231820,-10153,667540,657387
Africa,Niger,2021,42,10.7,-0.5,3.13,3.08,21816310,915849,233435,-10036,682414,672379
Africa,Niger,2022,41.4,10.4,-0.5,3.1,3.06,22496149,932240,234860,-10123,697381,687257
Africa,Niger,2023,40.9,10.2,-0.4,3.07,3.02,23190380,947791,236310,-10204,711481,701277
Africa,Niger,2024,40.3,10,-0.4,3.03,2.99,23898202,962381,238026,-10037,724355,714317
Africa,Niger,2025,39.7,9.7,-0.4,2.99,2.95,24618828,976383,239295,-10094,737088,726994
Africa,Niger,2026,39,9.5,-0.4,2.95,2.91,25351560,989218,240586,-10141,748632,738491
Africa,Niger,2027,38.4,9.3,-0.4,2.91,2.87,26095572,1001026,241645,-10177,759381,749204
Africa,Niger,2028,37.7,9,-0.4,2.86,2.83,26849580,1011424,242720,-10203,768703,758501
Africa,Niger,2029,37,8.8,-0.4,2.81,2.78,27612143,1020269,243539,-10216,776730,766513
Africa,Niger,2030,36.2,8.6,-0.4,2.76,2.72,28381795,1027421,244651,-10217,782770,772552
Africa,Niger,2031,35.5,8.4,-0.4,2.71,2.68,29158474,1036001,245223,-10205,790778,780572
Africa,Niger,2032,34.8,8.2,-0.3,2.66,2.63,29942090,1042883,246124,-10180,796759,786579
Africa,Niger,2033,34.1,8,-0.3,2.61,2.58,30731032,1047928,246770,-10141,801158,791017
Africa,Niger,2034,33.4,7.9,-0.3,2.55,2.52,31523605,1051627,247460,-10088,804167,794080
Africa,Nigeria,2020,34.6,9.1,-0.2,2.55,2.53,214028302,7403239,1945517,-44946,5457722,5412776
Africa,Nigeria,2021,34.3,8.9,-0.2,2.54,2.52,219497776,7526579,1951335,-46095,5575244,5529149
Africa,Nigeria,2022,34,8.7,-0.2,2.53,2.51,225084981,7650639,1958239,-47268,5692399,5645131
Africa,Nigeria,2023,33.7,8.5,-0.2,2.52,2.5,230790775,7777649,1964029,-50774,5813620,5762846
Africa,Nigeria,2024,33.4,8.3,-0.2,2.51,2.49,236615225,7905315,1971005,-52055,5934310,5882254
Africa,Nigeria,2025,33.1,8.2,-0.2,2.5,2.47,242556503,8031046,1979261,-53362,6051785,5998422
Africa,Nigeria,2026,32.8,8,-0.2,2.48,2.46,248614793,8159538,1986432,-54695,6173105,6118410
Africa,Nigeria,2027,32.5,7.8,-0.2,2.47,2.45,254789509,8285755,1997550,-56054,6288205,6232151
Africa,Nigeria,2028,32.2,7.7,-0.2,2.45,2.43,261075784,8406640,2007673,-57437,6398967,6341531
Africa,Nigeria,2029,31.9,7.5,-0.2,2.43,2.41,267468145,8521535,2016710,-58843,6504825,6445982
Africa,Nigeria,2030,31.5,7.4,-0.2,2.41,2.39,273960019,8629741,2027304,-63011,6602436,6539426
Africa,Nigeria,2031,31.2,7.3,-0.2,2.39,2.37,280548409,8739083,2036781,-64526,6702301,6637775
Africa,Nigeria,2032,30.8,7.1,-0.2,2.36,2.34,287229672,8838057,2047948,-66063,6790109,6724047
Africa,Nigeria,2033,30.4,7,-0.2,2.34,2.32,293994901,8931565,2060904,-67619,6870661,6803042
Africa,Nigeria,2034,30,6.9,-0.2,2.31,2.29,300835402,9016037,2072756,-69192,6943281,6874089
Africa,Rwanda,2020,27.9,6.1,-3.3,2.18,1.85,12712431,354295,77164,-42332,277131,234799
Africa,Rwanda,2021,27.2,6,-3.3,2.12,1.79,12945981,351613,77029,-42333,274584,232251
Africa,Rwanda,2022,26.4,5.9,-3.2,2.06,1.74,13176393,347989,77082,-42296,270907,228610
Africa,Rwanda,2023,25.7,5.8,-3.2,1.99,1.68,13403020,344324,77335,-42354,266988,224635
Africa,Rwanda,2024,25,5.7,-3.1,1.93,1.62,13625732,340643,77530,-42376,263113,220737
Africa,Rwanda,2025,24.4,5.6,-2.1,1.87,1.66,13851378,337420,77983,-28949,259436,230487
Africa,Rwanda,2026,23.9,5.6,-2.1,1.83,1.63,14081088,336256,78432,-29007,257825,228818
Africa,Rwanda,2027,23.4,5.5,-2,1.79,1.58,14308839,334684,79128,-28904,255556,226652
Africa,Rwanda,2028,22.9,5.5,-2,1.74,1.54,14534321,332981,79793,-28923,253188,224265
Africa,Rwanda,2029,22.5,5.5,-2,1.7,1.51,14757674,331900,80577,-28925,251323,222398
Africa,Rwanda,2030,22.1,5.4,-1.9,1.67,1.47,14979071,330738,81336,-28910,249402,220492
Africa,Rwanda,2031,21.8,5.4,-1.9,1.64,1.45,15199674,331961,82382,-28879,249579,220699
Africa,Rwanda,2032,21.6,5.4,-1.9,1.62,1.43,15420362,332926,83270,-28990,249656,220665
Africa,Rwanda,2033,21.3,5.4,-1.9,1.59,1.41,15640799,333618,84460,-28935,249158,220222
Africa,Rwanda,2034,21.1,5.4,-1.8,1.57,1.39,15860831,334188,85490,-28867,248698,219831
Africa,"SaintHelena,Ascension,andTristandaCunha",2020,9.4,8.3,0,0.11,0.11,7862,74,65,0,9,9
Africa,"SaintHelena,Ascension,andTristandaCunha",2021,9.4,8.5,0,0.09,0.09,7870,74,67,0,7,7
Africa,"SaintHelena,Ascension,andTristandaCunha",2022,9.4,8.6,0,0.08,0.08,7876,74,68,0,6,6
Africa,"SaintHelena,Ascension,andTristandaCunha",2023,9.4,8.9,0,0.05,0.05,7881,74,70,0,4,4
Africa,"SaintHelena,Ascension,andTristandaCunha",2024,9.4,9,0,0.04,0.04,7885,74,71,0,3,3
Africa,"SaintHelena,Ascension,andTristandaCunha",2025,9.4,9.3,0,0.01,0.01,7888,74,73,0,1,1
Africa,"SaintHelena,Ascension,andTristandaCunha",2026,9.4,9.5,0,-0.01,-0.01,7889,74,75,0,-1,-1
Africa,"SaintHelena,Ascension,andTristandaCunha",2027,9.4,9.6,0,-0.03,-0.03,7887,74,76,0,-2,-2
Africa,"SaintHelena,Ascension,andTristandaCunha",2028,9.4,9.9,0,-0.05,-0.05,7884,74,78,0,-4,-4
Africa,"SaintHelena,Ascension,andTristandaCunha",2029,9.3,10.2,0,-0.09,-0.09,7879,73,80,0,-7,-7
Africa,"SaintHelena,Ascension,andTristandaCunha",2030,9.3,10.3,0,-0.1,-0.1,7871,73,81,0,-8,-8
Africa,"SaintHelena,Ascension,andTristandaCunha",2031,9.3,10.4,0,-0.11,-0.11,7862,73,82,0,-9,-9
Africa,"SaintHelena,Ascension,andTristandaCunha",2032,9.2,10.7,0,-0.15,-0.15,7852,72,84,0,-12,-12
Africa,"SaintHelena,Ascension,andTristandaCunha",2033,9.2,11,0,-0.18,-0.18,7839,72,86,0,-14,-14
Africa,"SaintHelena,Ascension,andTristandaCunha",2034,9.1,11.1,0,-0.2,-0.21,7823,71,87,0,-16,-16
Africa,SaoTomeandPrincipe,2020,29.7,6.3,-7.9,2.34,1.55,211122,6270,1332,-1674,4938,3264
Africa,SaoTomeandPrincipe,2021,29,6.2,-7.6,2.28,1.52,214387,6207,1323,-1619,4884,3265
Africa,SaoTomeandPrincipe,2022,28.2,6,-7.2,2.22,1.5,217653,6142,1312,-1563,4830,3267
Africa,SaoTomeandPrincipe,2023,27.5,5.9,-6.8,2.16,1.48,220917,6071,1303,-1507,4767,3261
Africa,SaoTomeandPrincipe,2024,26.7,5.8,-6.5,2.09,1.45,224167,5992,1298,-1450,4694,3244
Africa,SaoTomeandPrincipe,2025,26,5.7,-6.1,2.03,1.41,227395,5903,1294,-1394,4609,3215
Africa,SaoTomeandPrincipe,2026,25.4,5.6,-5.8,1.98,1.4,230621,5867,1291,-1340,4576,3236
Africa,SaoTomeandPrincipe,2027,24.9,5.5,-5.5,1.94,1.39,233866,5828,1291,-1284,4537,3253
Africa,SaoTomeandPrincipe,2028,24.4,5.5,-5.2,1.89,1.37,237120,5776,1295,-1228,4482,3253
Africa,SaoTomeandPrincipe,2029,23.8,5.4,-4.9,1.84,1.35,240369,5714,1298,-1173,4416,3243
Africa,SaoTomeandPrincipe,2030,23.2,5.4,-4.6,1.78,1.32,243602,5642,1303,-1116,4339,3223
Africa,SaoTomeandPrincipe,2031,22.8,5.3,-4.3,1.75,1.32,246843,5633,1313,-1059,4320,3261
Africa,SaoTomeandPrincipe,2032,22.4,5.3,-4,1.72,1.31,250116,5613,1323,-1005,4289,3284
Africa,SaoTomeandPrincipe,2033,22,5.3,-3.7,1.68,1.3,253407,5583,1335,-948,4247,3299
Africa,SaoTomeandPrincipe,2034,21.6,5.3,-3.5,1.63,1.28,256705,5540,1350,-893,4189,3296
Africa,Senegal,2020,31.8,7.6,-1.3,2.42,2.29,15736368,500731,119754,-19985,380977,360992
Africa,Senegal,2021,31.3,7.5,-1.2,2.39,2.26,16099102,504546,120099,-19963,384447,364484
Africa,Senegal,2022,30.9,7.3,-1.2,2.36,2.23,16465267,508283,120526,-19923,387757,367834
Africa,Senegal,2023,30.4,7.2,-1.2,2.32,2.2,16834516,511601,120872,-20033,390729,370696
Africa,Senegal,2024,29.9,7.1,-1.2,2.29,2.17,17206489,514646,121478,-19960,393168,373209
Africa,Senegal,2025,29.4,7,-1.1,2.25,2.14,17580816,517579,122187,-20042,395393,375350
Africa,Senegal,2026,29,6.8,-1.1,2.22,2.11,17957583,520770,122650,-19933,398120,378187
Africa,Senegal,2027,28.6,6.7,-1.1,2.18,2.08,18336843,523700,123407,-19987,400293,380306
Africa,Senegal,2028,28.1,6.6,-1.1,2.15,2.04,18718192,526356,124102,-20028,402254,382225
Africa,Senegal,2029,27.7,6.5,-1.1,2.11,2.01,19101211,528722,124922,-20056,403800,383743
Africa,Senegal,2030,27.2,6.5,-1,2.08,1.98,19485471,530589,125681,-20070,404908,384838
Africa,Senegal,2031,26.9,6.4,-1,2.05,1.95,19871354,533745,126581,-20070,407164,387094
Africa,Senegal,2032,26.5,6.3,-1,2.02,1.92,20259208,536261,127633,-20057,408628,388572
Africa,Senegal,2033,26.1,6.2,-1,1.99,1.89,20648540,538720,128640,-20029,410080,390051
Africa,Senegal,2034,25.7,6.2,-1,1.95,1.86,21038854,540488,129810,-19987,410678,390692
Africa,Seychelles,2020,12.8,7.1,1,0.58,0.67,95981,1231,677,92,555,647
Africa,Seychelles,2021,12.5,7.1,1,0.54,0.64,96613,1212,687,92,525,616
Africa,Seychelles,2022,12.3,7.2,1,0.51,0.61,97216,1194,698,92,496,588
Africa,Seychelles,2023,12,7.3,0.9,0.48,0.57,97790,1176,710,92,466,558
Africa,Seychelles,2024,11.8,7.3,0.9,0.44,0.54,98332,1157,722,92,436,528
Africa,Seychelles,2025,11.5,7.4,0.9,0.41,0.5,98843,1139,735,92,403,495
Africa,Seychelles,2026,11.3,7.5,0.9,0.37,0.47,99323,1119,749,92,370,463
Africa,Seychelles,2027,11,7.7,0.9,0.34,0.43,99768,1100,764,92,336,428
Africa,Seychelles,2028,10.8,7.8,0.9,0.3,0.39,100180,1084,781,92,303,395
Africa,Seychelles,2029,10.6,7.9,0.9,0.27,0.36,100559,1068,797,92,271,362
Africa,Seychelles,2030,10.4,8.1,0.9,0.24,0.33,100905,1052,815,92,237,329
Africa,Seychelles,2031,10.2,8.2,0.9,0.2,0.29,101216,1036,834,92,202,295
Africa,Seychelles,2032,10.1,8.4,0.9,0.17,0.26,101493,1021,854,92,167,260
Africa,Seychelles,2033,9.9,8.6,0.9,0.13,0.22,101736,1009,875,92,134,226
Africa,Seychelles,2034,9.8,8.8,0.9,0.1,0.19,101946,998,895,92,103,195
Africa,SierraLeone,2020,35.4,9.8,-1.2,2.56,2.44,6624933,234456,64726,-8149,169731,161582
Africa,SierraLeone,2021,35.1,9.6,-1,2.55,2.46,6788990,238361,64971,-6517,173391,166873
Africa,SierraLeone,2022,34.9,9.4,-0.7,2.55,2.48,6958421,242501,65340,-4871,177161,172291
Africa,SierraLeone,2023,34.6,9.2,-0.5,2.54,2.49,7133354,246743,65698,-3281,181045,177763
Africa,SierraLeone,2024,34.3,9,-0.2,2.53,2.51,7313891,251159,66044,-1609,185115,183506
Africa,SierraLeone,2025,34.1,8.9,0,2.52,2.52,7500140,255680,66526,0,189154,189154
Africa,SierraLeone,2026,33.9,8.7,0,2.52,2.52,7691449,260432,66916,0,193517,193517
Africa,SierraLeone,2027,33.6,8.5,0,2.51,2.51,7887107,265165,67356,0,197809,197809
Africa,SierraLeone,2028,33.4,8.4,0,2.5,2.5,8087130,270029,67770,0,202259,202259
Africa,SierraLeone,2029,33.2,8.2,0,2.49,2.49,8291577,274949,68240,0,206709,206709
Africa,SierraLeone,2030,32.9,8.1,0,2.48,2.48,8500453,279835,68769,0,211066,211066
Africa,SierraLeone,2031,32.7,7.9,0,2.47,2.47,8713741,284678,69187,0,215491,215491
Africa,SierraLeone,2032,32.4,7.8,0,2.46,2.46,8931370,289555,69665,0,219890,219890
Africa,SierraLeone,2033,32.2,7.7,0,2.45,2.45,9153359,294372,70206,0,224166,224166
Africa,SierraLeone,2034,31.9,7.5,0,2.44,2.44,9379703,299306,70723,0,228583,228583
Africa,Somalia,2020,38.7,12.4,-3.8,2.63,2.25,11757124,454413,145318,-45030,309095,264065
Africa,Somalia,2021,38.4,12.1,-3,2.62,2.32,12028823,461305,145910,-36086,315396,279309
Africa,Somalia,2022,38.1,11.9,-2.2,2.62,2.4,12316148,468999,146685,-27096,322314,295218
Africa,Somalia,2023,37.8,11.7,-1.4,2.61,2.47,12619522,477270,147775,-18046,329496,311450
Africa,Somalia,2024,37.5,11.5,-0.7,2.6,2.53,12938928,485210,148927,-9057,336283,327225
Africa,Somalia,2025,37.2,11.3,0,2.59,2.59,13274251,493537,150265,0,343272,343272
Africa,Somalia,2026,36.6,11.1,0,2.55,2.55,13619600,498750,151314,0,347436,347436
Africa,Somalia,2027,36.1,10.9,0,2.52,2.52,13969192,504148,152264,0,351884,351884
Africa,Somalia,2028,35.6,10.7,0,2.48,2.48,14322984,509182,153399,0,355783,355783
Africa,Somalia,2029,35,10.5,0,2.45,2.45,14680357,513225,154291,0,358935,358935
Africa,Somalia,2030,34.4,10.3,0,2.4,2.4,15040521,516792,155369,0,361424,361424
Africa,Somalia,2031,33.8,10.1,0,2.37,2.37,15403452,520637,156191,0,364446,364446
Africa,Somalia,2032,33.3,10,0,2.33,2.33,15769432,524649,157064,0,367585,367585
Africa,Somalia,2033,32.7,9.8,0,2.29,2.29,16138324,528369,158156,0,370213,370213
Africa,Somalia,2034,32.2,9.6,0,2.26,2.25,16509553,531277,158987,0,372290,372290
Africa,SouthAfrica,2020,19.2,9.3,-0.2,0.99,0.97,56463617,1085795,524547,-13551,561248,547697
Africa,SouthAfrica,2021,18.9,9.3,-0.1,0.96,0.95,57008264,1076886,528467,-7411,548419,541008
Africa,SouthAfrica,2022,18.6,9.3,0,0.93,0.93,57545621,1067471,532297,-1726,535174,533448
Africa,SouthAfrica,2023,18.2,9.2,0.1,0.9,0.91,58075041,1058127,536613,4065,521514,525579
Africa,SouthAfrica,2024,17.9,9.2,0.2,0.86,0.88,58596072,1047698,541428,9961,506270,516231
Africa,SouthAfrica,2025,17.6,9.2,0.3,0.83,0.86,59108375,1037352,545570,15959,491782,507741
Africa,SouthAfrica,2026,17.3,9.2,0.3,0.8,0.84,59611209,1028293,550211,20268,478082,498350
Africa,SouthAfrica,2027,17,9.2,0.3,0.77,0.81,60102231,1019334,554744,19834,464590,484424
Africa,SouthAfrica,2028,16.7,9.3,0.3,0.74,0.78,60579605,1010468,560361,19991,450106,470098
Africa,SouthAfrica,2029,16.4,9.3,0.3,0.72,0.75,61043733,1002949,565265,20144,437684,457828
Africa,SouthAfrica,2030,16.2,9.3,0.3,0.69,0.73,61495606,996844,570679,20294,426165,446458
Africa,SouthAfrica,2031,16,9.3,0.3,0.67,0.7,61936572,992224,576010,19820,416214,436033
Africa,SouthAfrica,2032,15.8,9.3,0.3,0.65,0.68,62367595,987903,581890,19958,406013,425971
Africa,SouthAfrica,2033,15.7,9.4,0.3,0.63,0.66,62788659,983898,587702,20092,396196,416289
Africa,SouthAfrica,2034,15.5,9.4,0.3,0.61,0.64,63199929,980231,594079,20224,386152,406376
Africa,SouthSudan,2020,38.8,11.4,0.2,2.74,2.76,10561244,409565,119870,2112,289695,291807
Africa,SouthSudan,2021,38.3,9.8,22,2.84,5.05,10984390,420373,108086,242096,312286,554382
Africa,SouthSudan,2022,37.7,9.5,21,2.82,4.92,11545338,435259,109912,242106,325348,567453
Africa,SouthSudan,2023,37.1,9.2,20,2.79,4.79,12119018,449494,111737,242138,337757,579895
Africa,SouthSudan,2024,36.4,8.9,19.1,2.75,4.66,12704677,462831,113453,242151,349379,591530
Africa,SouthSudan,2025,35.7,8.7,18.2,2.71,4.53,13301507,475130,115058,242087,360072,602159
Africa,SouthSudan,2026,35.2,8.4,0.2,2.68,2.7,13788386,485075,115685,2068,369391,371459
Africa,SouthSudan,2027,34.7,8.2,0.2,2.65,2.66,14162567,490733,115991,2124,374742,376866
Africa,SouthSudan,2028,34.1,8,0.1,2.61,2.63,14542035,496465,116482,2036,379983,382019
Africa,SouthSudan,2029,33.6,7.8,0.1,2.58,2.59,14926431,501528,116874,2090,384654,386744
Africa,SouthSudan,2030,33.1,7.7,0.1,2.54,2.55,15315231,506168,117315,2144,388854,390998
Africa,SouthSudan,2031,32.5,7.5,0.1,2.5,2.51,15707975,510352,117810,2042,392542,394584
Africa,SouthSudan,2032,32,7.4,0.1,2.46,2.47,16104466,514860,118529,2094,396331,398424
Africa,SouthSudan,2033,31.5,7.2,0.1,2.43,2.44,16504856,519408,119165,2146,400243,402388
Africa,SouthSudan,2034,31,7.1,0.1,2.39,2.4,16908851,523498,119884,2029,403614,405643
Africa,Sudan,2020,33.8,6.5,-0.4,2.74,2.69,45561556,1539981,293872,-20047,1246109,1226061
Africa,Sudan,2021,33.6,6.3,-1.7,2.73,2.56,46773529,1572994,295141,-79983,1277853,1197870
Africa,Sudan,2022,33.5,6.2,-1.7,2.73,2.56,47986947,1606123,297039,-80138,1309084,1228946
Africa,Sudan,2023,33.3,6.1,-1.6,2.73,2.56,49232216,1640417,298840,-79756,1341578,1261822
Africa,Sudan,2024,33.2,6,-1.6,2.72,2.56,50509462,1674389,301036,-79805,1373352,1293547
Africa,Sudan,2025,33,5.9,-1.5,2.71,2.56,51818208,1707928,303655,-79800,1404273,1324473
Africa,Sudan,2026,32.6,5.8,-0.4,2.69,2.65,53184947,1735425,306345,-20210,1429080,1408869
Africa,Sudan,2027,32.3,5.7,-0.4,2.66,2.63,54606069,1762138,309070,-20204,1453067,1432863
Africa,Sudan,2028,31.9,5.6,-0.4,2.63,2.6,56050200,1786880,311639,-20178,1475241,1455063
Africa,Sudan,2029,31.5,5.5,-0.4,2.6,2.56,57514704,1808837,314605,-20130,1494232,1474102
Africa,Sudan,2030,31,5.4,-0.3,2.56,2.53,58996575,1827714,317992,-20059,1509722,1489664
Africa,Sudan,2031,30.5,5.3,-0.3,2.52,2.49,60493594,1845660,321221,-19963,1524439,1504476
Africa,Sudan,2032,30,5.2,-0.3,2.48,2.44,62003519,1860106,324898,-19841,1535207,1515366
Africa,Sudan,2033,29.5,5.2,-0.3,2.43,2.4,63523207,1872029,328415,-19692,1543614,1523922
Africa,Sudan,2034,28.9,5.1,-0.3,2.38,2.35,65049225,1879923,331751,-20165,1548172,1528006
Africa,Tanzania,2020,34.6,7.1,-0.4,2.75,2.71,58552845,2025928,417482,-23421,1608447,1585026
Africa,Tanzania,2021,34.3,7,-0.4,2.73,2.69,60154657,2062703,421083,-22859,1641621,1618762
Africa,Tanzania,2022,34,6.9,-0.4,2.71,2.68,61790674,2100265,425120,-22245,1675145,1652901
Africa,Tanzania,2023,33.7,6.8,-0.3,2.69,2.66,63461123,2138005,428997,-21577,1709008,1687431
Africa,Tanzania,2024,33.4,6.7,-0.3,2.67,2.64,65166051,2175894,433354,-20201,1742540,1722339
Africa,Tanzania,2025,33.1,6.5,-0.3,2.65,2.62,66904889,2212545,437558,-19402,1774987,1755584
Africa,Tanzania,2026,32.7,6.4,-0.3,2.63,2.6,68676464,2248467,441590,-19229,1806878,1787648
Africa,Tanzania,2027,32.4,6.3,-0.3,2.61,2.58,70479813,2283546,446137,-18325,1837409,1819084
Africa,Tanzania,2028,32.1,6.2,-0.2,2.58,2.56,72314054,2317665,451240,-17355,1866426,1849070
Africa,Tanzania,2029,31.7,6.2,-0.2,2.56,2.53,74178035,2351444,456195,-16319,1895249,1878930
Africa,Tanzania,2030,31.3,6.1,-0.2,2.53,2.51,76070152,2382517,460985,-15975,1921532,1905557
Africa,Tanzania,2031,31,6,-0.2,2.5,2.48,77990655,2416150,465604,-14818,1950546,1935728
Africa,Tanzania,2032,30.6,5.9,-0.2,2.47,2.46,79939981,2448562,470846,-14389,1977715,1963326
Africa,Tanzania,2033,30.3,5.8,-0.2,2.45,2.43,81916649,2478798,475936,-13107,2002862,1989755
Africa,Tanzania,2034,29.9,5.7,-0.2,2.42,2.4,83919138,2508343,480857,-12588,2027486,2014899
Africa,Togo,2020,32,6.5,0,2.55,2.55,8608444,275212,56127,0,219085,219085
Africa,Togo,2021,31.6,6.4,0,2.52,2.52,8829018,278820,56594,0,222226,222226
Africa,Togo,2022,31.2,6.3,0,2.49,2.49,9052671,282262,57032,0,225230,225230
Africa,Togo,2023,30.8,6.2,0,2.46,2.46,9279310,285710,57532,0,228178,228178
Africa,Togo,2024,30.4,6.1,0,2.43,2.43,9508896,289166,58004,0,231161,231161
Africa,Togo,2025,30.1,6,0,2.4,2.4,9741450,292731,58644,0,234087,234087
Africa,Togo,2026,29.7,5.9,0,2.38,2.38,9977125,296520,59164,0,237356,237356
Africa,Togo,2027,29.4,5.9,0,2.36,2.36,10216053,300352,59764,0,240588,240588
Africa,Togo,2028,29.1,5.8,0,2.33,2.33,10458210,304229,60448,0,243781,243781
Africa,Togo,2029,28.8,5.7,0,2.31,2.31,10703590,308049,61117,0,246932,246932
Africa,Togo,2030,28.5,5.6,0,2.29,2.29,10952195,312028,61770,0,250258,250258
Africa,Togo,2031,28.2,5.6,0,2.26,2.26,11204140,316069,62407,0,253662,253662
Africa,Togo,2032,27.9,5.5,0,2.24,2.24,11459466,320177,63142,0,257036,257036
Africa,Togo,2033,27.7,5.4,0,2.22,2.22,11718176,324242,63747,0,260495,260495
Africa,Togo,2034,27.4,5.4,0,2.2,2.2,11980207,328258,64573,0,263684,263684
Africa,Tunisia,2020,15.9,6.4,-1.4,0.95,0.82,11721177,186250,74898,-15824,111351,95528
Africa,Tunisia,2021,15.3,6.4,-1.3,0.89,0.75,11813423,180864,76078,-15830,104785,88955
Africa,Tunisia,2022,14.7,6.5,-1.3,0.83,0.69,11899086,175393,77225,-15826,98167,82342
Africa,Tunisia,2023,14.2,6.6,-1.3,0.76,0.63,11977932,169727,78455,-15811,91272,75461
Africa,Tunisia,2024,13.6,6.6,-1.3,0.7,0.57,12049771,163997,79769,-15906,84228,68322
Africa,Tunisia,2025,13.1,6.7,-1.3,0.64,0.51,12114586,158338,81168,-15870,77170,61300
Africa,Tunisia,2026,12.7,6.8,-1.3,0.59,0.46,12173085,154355,82777,-15825,71578,55753
Africa,Tunisia,2027,12.3,6.9,-1.3,0.54,0.41,12226020,150502,84482,-15894,66021,50127
Africa,Tunisia,2028,12,7,-1.3,0.5,0.37,12273621,147038,86161,-15833,60877,45044
Africa,Tunisia,2029,11.7,7.2,-1.3,0.46,0.33,12316212,144100,88061,-15888,56039,40151
Africa,Tunisia,2030,11.5,7.3,-1.3,0.42,0.29,12354226,141703,89939,-15813,51764,35951
Africa,Tunisia,2031,11.3,7.4,-1.3,0.39,0.26,12388347,140360,92045,-15857,48315,32457
Africa,Tunisia,2032,11.2,7.6,-1.3,0.36,0.24,12419177,139343,94262,-15897,45082,29185
Africa,Tunisia,2033,11.2,7.8,-1.3,0.34,0.21,12447100,138910,96465,-15808,42445,26637
Africa,Tunisia,2034,11.1,7.9,-1.3,0.32,0.2,12472589,138945,98658,-15840,40286,24446
Africa,Uganda,2020,41.4,9.4,-0.6,3.2,3.13,43517666,1801631,410372,-27416,1391260,1363844
Africa,Uganda,2021,40.9,9.2,-0.6,3.17,3.1,44896475,1834470,413048,-27387,1421422,1394036
Africa,Uganda,2022,40.3,9,-0.6,3.13,3.07,46304576,1866074,416278,-27320,1449796,1422477
Africa,Uganda,2023,39.7,8.8,-0.6,3.09,3.04,47740753,1896263,419164,-27212,1477099,1449887
Africa,Uganda,2024,39.1,8.6,-0.6,3.06,3,49203685,1925832,422168,-27554,1503665,1476111
Africa,Uganda,2025,38.6,8.4,-0.5,3.02,2.96,50692201,1954184,425308,-27374,1528877,1501503
Africa,Uganda,2026,38,8.2,-0.5,2.98,2.92,52205637,1982248,428608,-27669,1553640,1525971
Africa,Uganda,2027,37.4,8,-0.5,2.93,2.88,53743332,2008926,432096,-27409,1576829,1549420
