,ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude,geometry
8316,ID,Indonesia,13682,106555,Mer,Mer,100,4,N,mnu,Mer,1,1,Christianity,56,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.42118,134.69403,
8317,ID,Indonesia,13440,106152,"Meratus, Bukit","Meratus, Bukit",68000,1,Y,bvu,"Malay, Bukit",1,4,Ethnic Religions,5,1,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-2.73908,115.63516,
8318,ID,Indonesia,13724,106640,Minangkabau,Minangkabau,6648000,1,Y,min,Minangkabau,4,6,Islam,0.26,0.013,17,A008,Malay Peoples,233,C0141,Minangkabau-Rejang of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,133,N,-0.9372637084,100.3999426,
8319,ID,Indonesia,13757,106698,Modang,Modang,27000,1,Y,mxd,Modang,1,4,Ethnic Religions,5,2,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,1.11241,117.12144,
8320,ID,Indonesia,19079,115331,"Moi, Mosana","Moi, Mosana",6500,4,N,mxn,Moi,1,1,Christianity,70,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-0.96988,131.44576,
8321,ID,Indonesia,13777,106734,Molof,Molof,400,4,N,msl,Molof,2,1,Christianity,70,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.42412,140.58994,
8322,ID,Indonesia,13779,106738,Mombum,Mombum,400,4,N,mso,Mombum,0,1,Christianity,55,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.28456,138.79259,
8323,ID,Indonesia,13780,106739,Momina,Momina,300,1,Y,mmb,Momina,1,4,Ethnic Religions,0,0,17,A008,Malay Peoples,152,C0056,Bugi-Makassar of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-4.80221,139.80214,
8324,ID,Indonesia,13789,106759,Mongondow,Mongondow,291000,4,N,mog,Mongondow,5,1,Christianity,55,9,17,A008,Malay Peoples,232,C0140,Minahasa-Sangir of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,0.66034,124.09316,
8325,ID,Indonesia,13790,106760,Moni,"Moni, Jonggunu",29000,4,N,mnz,Moni,4,1,Christianity,85,6,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.63458,136.9798,
8326,ID,Indonesia,13804,106784,Mor,Mor,80,5,N,bdw,Baham,1,1,Christianity,65,12,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.803305782,132.8457243,
8327,ID,Indonesia,20620,116883,"Mor, Mor Islands","Mor, Mor Islands",1100,4,N,mhz,Mor,0,4,Ethnic Religions,25,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.509546,135.752098,
8328,ID,Indonesia,13806,106787,Moraid,Moraid,1600,4,N,msg,Moraid,1,1,Christianity,65,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.02795,131.92458,
8329,ID,Indonesia,13807,106789,Morari,Morari,300,3,N,ind,Indonesian,5,1,Christianity,64,2,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.496407144,140.6125993,
8330,ID,Indonesia,13813,106797,Mori Atas,Mori Atas,21000,4,N,mzq,Mori Atas,4,1,Christianity,95,7,17,A008,Malay Peoples,153,C0057,Bungku-Bajau,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.25523,121.03764,
8331,ID,Indonesia,13814,106798,Mori Bawah,Mori Bawah,21000,4,N,xmz,Mori Bawah,4,1,Christianity,95,7,17,A008,Malay Peoples,153,C0057,Bungku-Bajau,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.19672,121.31446,
8332,ID,Indonesia,14252,107739,"Mori, Padoe","Mori, Padoe",8300,4,N,pdo,Padoe,1,1,Christianity,75,6,17,A008,Malay Peoples,153,C0057,Bungku-Bajau,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.60045,121.21888,
8333,ID,Indonesia,13822,106807,Moronene,Moronene,47000,1,Y,mqn,Moronene,4,6,Islam,1.9,1.349,17,A008,Malay Peoples,153,C0057,Bungku-Bajau,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-4.74587,121.85062,
8334,ID,Indonesia,12299,104128,"Morop, Iwur","Morop, Iwur",6300,4,N,iwo,Morop,2,1,Christianity,85,10,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-5.089,140.84997,
8335,ID,Indonesia,13827,106815,Morwap,Morwap,400,4,N,mrf,Elseng,2,1,Christianity,65,6,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.05712,140.44303,
8336,ID,Indonesia,13850,106849,Mualang,Mualang,46000,4,N,mtd,Mualang,2,1,Christianity,55,4,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,0.38823,111.04333,
8337,ID,Indonesia,13859,106874,Muko Muko,Muko Muko,56000,1,Y,min,Minangkabau,4,6,Islam,0.016,0.016,17,A008,Malay Peoples,233,C0141,Minangkabau-Rejang of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-2.631372667,101.3250057,
8338,ID,Indonesia,15422,110873,Muna,Muna,334000,1,Y,mnb,Muna,4,6,Islam,1.5,0.054,17,A008,Malay Peoples,308,C0220,Tukangbesi of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,7,N,-5.40419,122.54076,
8339,ID,Indonesia,13875,106906,Munggui,Munggui,1400,4,N,mth,Munggui,1,4,Ethnic Religions,10,3,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.67082,135.922,
8340,ID,Indonesia,19300,115372,Murkim,Murkim,300,1,Y,rmh,Murkim,1,6,Islam,0,0,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-4.15495,140.80586,
8341,ID,Indonesia,12754,105134,"Murut, Okolod","Murut, Okolod",4400,4,N,kqv,Okolod,3,4,Ethnic Religions,40,7,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,4.18362,115.9495,
8342,ID,Indonesia,14835,108815,"Murut, Selungai","Murut, Selungai",900,4,N,slg,"Murut, Selungai",1,4,Ethnic Religions,20,9,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,4.26357,116.48087,
8343,ID,Indonesia,14841,108823,"Murut, Sembakung","Murut, Sembakung",4100,4,N,sbr,"Murut, Sembakung",2,4,Ethnic Religions,20,5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,4.10227,116.96371,
8344,ID,Indonesia,15174,109691,"Murut, Tagal","Murut, Tagal",2100,4,N,mvv,"Murut, Tahol",5,4,Ethnic Religions,20,6,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,4.27557,116.22821,
8345,ID,Indonesia,19645,108799,Musi,Musi,663000,1,Y,mui,Musi,3,6,Islam,0.07,0.002,17,A008,Malay Peoples,241,C0149,Musi of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,13,Y,-2.93987,103.94461,
8346,ID,Indonesia,19540,115201,"Muyu, North","Muyu, North",10000,4,N,kti,"Muyu, North",4,1,Christianity,65,6,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-5.45666,140.83903,
8347,ID,Indonesia,19543,115202,"Muyu, South","Muyu, South",5000,4,N,kts,"Muyu, South",1,1,Christianity,60,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-6.01841,140.85042,
8348,ID,Indonesia,13911,106994,Nabi,Nabi,900,4,N,nbn,Kuri,0,4,Ethnic Religions,30,4,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.77605,134.04767,
8349,ID,Indonesia,13916,107004,Nafri,Nafri,3300,4,N,nxx,Nafri,0,1,Christianity,65,5,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.68544,140.73704,
8350,ID,Indonesia,13918,107014,Nage,Nage,71000,4,N,nxe,Nage,1,1,Christianity,80,4,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.69564,121.29183,
8351,ID,Indonesia,19297,115369,Nakai,Nakai,900,2,N,nkj,Nakai,1,4,Ethnic Religions,10,2,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-5.14576,140.52055,
8352,ID,Indonesia,13929,107048,Naltya,Naltya,17000,5,N,nlc,Nalca,4,1,Christianity,55,37,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-4.20262,139.90509,
8353,ID,Indonesia,13952,107083,Napu,Napu,8200,4,N,npy,Napu,4,4,Ethnic Religions,42,3,17,A008,Malay Peoples,306,C0218,Toraja of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.2984,120.34268,
8354,ID,Indonesia,18954,115425,Nasal,Nasal,3400,1,Y,nsy,Nasal,1,6,Islam,0,0,17,A008,Malay Peoples,223,C0131,Maluku-Northern,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-4.86518,103.57189,
8355,ID,Indonesia,13272,107151,Ndaonese,Ndaonese,6200,4,N,nfa,Dhao,4,1,Christianity,90,7,17,A008,Malay Peoples,305,C0217,Timor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-10.81589,122.65779,
8356,ID,Indonesia,13286,107166,Ndom,Ndom,1500,4,N,nqm,Ndom,1,1,Christianity,70,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.17773,138.00829,
8357,ID,Indonesia,13294,107174,Nduga,"Nduga, Dawa",16000,4,N,ndx,Nduga,4,1,Christianity,85,5,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-4.28151,138.33192,
8358,ID,Indonesia,13302,107185,Nedebang,Nedebang,1800,1,Y,nec,Nedebang,2,4,Ethnic Religions,5,1,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-8.27875,124.19829,
8359,ID,Indonesia,13327,107225,Ngad'a,Ngad'a,90000,4,N,nxg,Ngad'a,1,1,Christianity,96,6,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.78947,120.9798,
8360,ID,Indonesia,13326,107224,"Ngada, Eastern","Ngada, Eastern",8200,4,N,nea,"Ngad'a, Eastern",1,1,Christianity,90,8,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.84101,121.11918,
8361,ID,Indonesia,13332,107233,"Ngalik, South","Ngalik, South ",7900,4,N,wul,Silimo,4,4,Ethnic Religions,20,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-4.53509,138.98632,
8362,ID,Indonesia,13334,107235,Ngalum,"Ngalum, Sibil",16000,4,N,szb,Ngalum,4,1,Christianity,65,7,19,A010,Pacific Islanders,244,C0152,New Guinea,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-4.86477,140.62929,
8363,ID,Indonesia,13353,107263,Nggem,Nggem,5400,4,N,nbq,Nggem,4,1,Christianity,70,5,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.60599,138.9528,
8364,ID,Indonesia,13389,107311,"Niassan, Nias","Niassan, Nias",986000,5,N,nia,Nias,5,1,Christianity,85,17,17,A008,Malay Peoples,135,C0039,Batak-Nias of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,0.8104860441,97.81626754,
8365,ID,Indonesia,13395,107323,Nila,Nila,2900,4,N,abs,"Malay, Ambonese",3,1,Christianity,64,8,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.208578678,128.9691482,
8366,ID,Indonesia,13397,107327,Nimboran,Nimboran,5600,4,N,nir,Nimboran,3,1,Christianity,65,4,17,A008,Malay Peoples,222,C0130,Maluku-Central,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.56541,140.16421,
8367,ID,Indonesia,13403,107333,Ninggerum,"Ninggerum, Kativa",100,4,N,nxr,Ninggerum,2,1,Christianity,68,5,19,A010,Pacific Islanders,244,C0152,New Guinea,2,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-5.37272,140.9598,
8368,ID,Indonesia,13407,107337,Nipsan,Nipsan,3600,4,N,nps,Nipsan,3,1,Christianity,63,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-4.10988,139.77069,
8369,ID,Indonesia,13959,107368,Nobuk,Nobuk,400,2,N,xwr,Kwerba Mamberamo,1,4,Ethnic Religions,10,2,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.53389,138.49887,
8370,ID,Indonesia,14052,107490,"Nuaulu, North","Nuaulu, North",700,4,N,nni,"Nuaulu, North",3,6,Islam,10,4,17,A008,Malay Peoples,222,C0130,Maluku-Central,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.91979,129.28304,
8371,ID,Indonesia,14053,107491,"Nuaulu, South","Nuaulu, South",2000,4,N,nxl,"Nuaulu, South",3,4,Ethnic Religions,8,6,17,A008,Malay Peoples,222,C0130,Maluku-Central,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.25972,129.1584,
8372,ID,Indonesia,14071,107520,Nusa Laut,Nusa Laut,3300,4,N,abs,"Malay, Ambonese",3,4,Ethnic Religions,25,4,17,A008,Malay Peoples,222,C0130,Maluku-Central,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.67399,128.77495,
8373,ID,Indonesia,19174,113996,Obokuitai,Obokuitai,100,4,N,afz,Obokuitai,3,1,Christianity,60,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.87737,137.95354,
8374,ID,Indonesia,14121,107596,Ogan,Ogan,167000,1,Y,pse,"Malay, Central",4,6,Islam,0.216,0.216,17,A008,Malay Peoples,252,C0160,Ogan of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,3,N,-3.774702166,104.5128414,
8375,ID,Indonesia,14130,107608,Oirata,Oirata,1900,4,N,oia,Oirata,0,1,Christianity,53,4,17,A008,Malay Peoples,224,C0132,Maluku-Southern,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.089632,127.188785,
8376,ID,Indonesia,14163,107656,Onin,"Onin, Sepa",600,4,N,oni,Onin,1,4,Ethnic Religions,15,5,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.75976,132.06232,
8377,ID,Indonesia,14215,107681,Ormu,Ormu,800,4,N,orz,Ormu,0,4,Ethnic Religions,15,4,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.51477,140.61547,
8378,ID,Indonesia,10666,101020,Osing,Osing,332000,1,Y,osi,Osing,3,6,Islam,2,0.9,17,A008,Malay Peoples,196,C0101,Java,1,2,"Asia, Southeast",ASI,Asia,Y,Y,7,N,-8.26383,114.29508,
8379,ID,Indonesia,14254,107744,Pagu,Pagu,4300,4,N,pgu,Pagu,2,4,Ethnic Religions,25,4,17,A008,Malay Peoples,223,C0131,Maluku-Northern,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,1.21941,127.77668,
8380,ID,Indonesia,21466,118278,Pakpak Boang,Pakpak Boang,20000,1,Y,btd,Batak Dairi,5,6,Islam,0,0,17,A008,Malay Peoples,135,C0039,Batak-Nias of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,2.456574,97.994789,
8381,ID,Indonesia,14267,107771,Paku,Paku,4300,4,N,pku,Paku,0,4,Ethnic Religions,34,5,17,A008,Malay Peoples,133,C0037,Barito of Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.90688,115.08889,
8382,ID,Indonesia,14274,107781,Palembang,Palembang,3343000,1,Y,mui,Musi,3,6,Islam,0.03,0,17,A008,Malay Peoples,241,C0149,Musi of Sumatra,2,2,"Asia, Southeast",ASI,Asia,Y,Y,67,Y,-2.951867875,104.7572569,
8383,ID,Indonesia,14280,107798,Palue,Palue,13000,4,N,ple,Palu'e,1,1,Christianity,85,3,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.340816,121.684908,
8384,ID,Indonesia,14283,107807,Pamona,"Pamona, Poso Toraja",174000,4,N,pmf,Pamona,4,1,Christianity,93,8,17,A008,Malay Peoples,306,C0218,Toraja of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.60861,121.16833,
8385,ID,Indonesia,14290,107822,Panasuan,Panasuan,900,4,N,psn,Panasuan,1,1,Christianity,70,4,17,A008,Malay Peoples,152,C0056,Bugi-Makassar of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.24543,119.64983,
8386,ID,Indonesia,14291,107823,Pancana,Pancana,7400,1,Y,pnp,Pancana,1,6,Islam,0.4,0,17,A008,Malay Peoples,308,C0220,Tukangbesi of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-5.24696,122.93732,
8387,ID,Indonesia,14301,107853,Pannei,Pannei,11000,1,Y,pnc,Pannei,1,6,Islam,0.5,0,17,A008,Malay Peoples,152,C0056,Bugi-Makassar of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-3.22386,119.20554,
8388,ID,Indonesia,14305,107865,Papasena,Papasena,700,4,N,pas,Papasena,1,1,Christianity,68,6,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.85199,138.63294,
8389,ID,Indonesia,14310,107873,Papuma,Papuma,1000,4,N,ppm,Papuma,1,1,Christianity,88,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.74124,135.90905,
8390,ID,Indonesia,14335,107921,Patani,Patani,16000,2,N,ptn,Patani,1,6,Islam,12,0,17,A008,Malay Peoples,223,C0131,Maluku-Northern,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,0.34589,128.61672,
8391,ID,Indonesia,14344,107949,Paulohi,Paulohi,80,4,N,ind,Indonesian,5,1,Christianity,90,4,17,A008,Malay Peoples,222,C0130,Maluku-Central,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-3.25654,128.77716,
8392,ID,Indonesia,14346,107952,"Pauwi, Yoke","Pauwi, Yoke",200,4,N,yki,Yoke,1,1,Christianity,60,3,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.68341,138.00196,
8393,ID,Indonesia,19920,115562,Pegagan,Pegagan,251000,1,Y,pse,"Malay, Central",4,6,Islam,0,0,17,A008,Malay Peoples,252,C0160,Ogan of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,5,Y,-3.762158694,104.3618655,
8394,ID,Indonesia,14352,107962,Pekal,Pekal,39000,1,Y,pel,Pekal,1,6,Islam,0.01,0.01,17,A008,Malay Peoples,233,C0141,Minangkabau-Rejang of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-3.12511,101.78762,
8395,ID,Indonesia,14359,107970,Pendau,"Pendau, Umalasa",5200,1,Y,ums,Pendau,3,6,Islam,2,0,17,A008,Malay Peoples,198,C0103,Kaili-Tomini of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,0.19496,119.90273,
8396,ID,Indonesia,14361,107972,Penesak,Penesak,146000,1,Y,mui,Musi,3,6,Islam,2,0,17,A008,Malay Peoples,241,C0149,Musi of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,3,N,-3.377789583,104.6133731,
8397,ID,Indonesia,14362,107973,Penghulu,Penghulu,27000,1,Y,min,Minangkabau,4,6,Islam,0.051,0.051,17,A008,Malay Peoples,229,C0137,Melayu of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-1.616035968,103.5890297,
8398,ID,Indonesia,14363,107975,Penihing,"Penihing, Aoheng",4700,1,Y,pni,Aoheng,1,4,Ethnic Religions,3,0.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,0.93985,114.15354,
8399,ID,Indonesia,14367,107981,Perai,Perai,400,4,N,wet,Perai,1,4,Ethnic Religions,20,3,17,A008,Malay Peoples,224,C0132,Maluku-Southern,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-7.62189,126.57225,
8400,ID,Indonesia,14406,108055,Pisa,"Pisa, Awyu",8100,4,N,psa,"Awyu, Asue",3,1,Christianity,65,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-6.00189,139.14305,
8401,ID,Indonesia,14421,108080,Podena,Podena,200,1,Y,pdn,Fedan,0,4,Ethnic Religions,0,0,17,A008,Malay Peoples,215,C0123,Malay,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-2.25074,139.40602,
8402,ID,Indonesia,14435,108103,Pom,Pom,3200,4,N,pmo,Pom,1,1,Christianity,90,5,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-1.63865,135.62355,
8403,ID,Indonesia,14440,108110,Ponasakan,Ponasakan,5300,2,N,pns,Ponosakan,0,4,Ethnic Religions,15,1,17,A008,Malay Peoples,232,C0140,Minahasa-Sangir of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,0.92674,124.7056,
8404,ID,Indonesia,14475,108173,Punan Aput,Punan Aput,700,1,Y,pud,Punan Aput,1,4,Ethnic Religions,2,0.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,1.41894,116.10056,
8405,ID,Indonesia,14477,108175,Punan Bungan,"Punan Bungan, Hovongan",1600,1,Y,hov,Hovongan,3,4,Ethnic Religions,5,1,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,0.97094,113.66301,
8406,ID,Indonesia,14478,108176,Punan Keriau,"Punan Keriau, Kereho-Uheng",600,1,Y,xke,Kereho,1,4,Ethnic Religions,2,0.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,0.40997,113.76592,
8407,ID,Indonesia,14479,108177,Punan Merah,Punan Merah,200,1,Y,puf,Punan Merah,1,4,Ethnic Religions,4,0.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,0.50556,115.59086,
8408,ID,Indonesia,14480,108178,Punan Merap,Punan Merap,300,1,Y,puc,Punan Merap,1,4,Ethnic Religions,2,0.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,3.10056,116.26444,
8409,ID,Indonesia,14481,108179,Punan Tubu,Punan Tubu,3600,1,Y,puj,Punan Tubu,2,4,Ethnic Religions,4,1.5,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,3.26328,116.21026,
8410,ID,Indonesia,14486,108194,Puragi,Puragi,1000,3,N,pru,Puragi,1,1,Christianity,68,2,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.03127,132.30364,
8411,ID,Indonesia,14488,108206,Putoh,Putoh,11000,2,N,put,Putoh,1,4,Ethnic Religions,10,1,17,A008,Malay Peoples,155,C0059,Borneo-Kalimantan,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,3.79744,116.38521,
8412,ID,Indonesia,14493,108213,Pyu,Pyu,100,4,N,pby,Pyu,1,4,Ethnic Religions,30,3,19,A010,Pacific Islanders,244,C0152,New Guinea,2,2,"Asia, Southeast",ASI,Asia,Y,N,,N,-5.022471,140.91396,
8413,ID,Indonesia,14511,108259,Rahambuu,Rahambuu,7300,1,Y,raz,Rahambuu,0,6,Islam,0,0,17,A008,Malay Peoples,153,C0057,Bungku-Bajau,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-3.15172,121.08259,
8414,ID,Indonesia,19299,115371,Rajong,Rajong,6700,2,N,rjg,Rajong,1,6,Islam,8,1,17,A008,Malay Peoples,171,C0075,Flores-Sumba-Alor,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-8.77984,120.70237,
8415,ID,Indonesia,14517,108290,Rambang,Rambang,156000,1,Y,pse,"Malay, Central",4,6,Islam,0,0,17,A008,Malay Peoples,229,C0137,Melayu of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,3,Y,-3.812063,104.039103,
8416,ID,Indonesia,14518,108294,Ranau,Ranau,66000,1,Y,ljp,Lampung Api,4,6,Islam,0.05,0,17,A008,Malay Peoples,209,C0115,Lampung of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-4.72129,104.03249,
8417,ID,Indonesia,14522,108306,Rasawa,Rasawa,300,4,N,rac,Rasawa,1,1,Christianity,75,4,19,A010,Pacific Islanders,244,C0152,New Guinea,1,2,"Asia, Southeast",ASI,Asia,Y,Y,,N,-2.35074,136.40698,
