ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
1718,Otoro,Sudan,SDN,otr,Severely endangered
2370,Ottawa (Canada),"Canada, United States of America","CAN, USA",otw,Severely endangered
1533,Ottawa (Michigan),United States of America,USA,otw,Critically endangered
1532,Ottawa (Walpole Island),"Canada, United States of America","CAN, USA",otw,Severely endangered
2120,Ouma,Papua New Guinea,PNG,oum,Critically endangered
1684,Oyda,Ethiopia,ETH,oyd,Vulnerable
1434,Oyrat,"China, Kyrgyzstan, Mongolia","CHN, KGZ, MNG",xal,Definitely endangered
920,OzomatlÃ¡n Totonac,Mexico,MEX,tgt,Critically endangered
2344,Paafang,Micronesia (Federated States of),FSM,pfa,Severely endangered
2072,Paakantyi,Australia,AUS,drl,Critically endangered
1953,Pacahuara,Bolivia (Plurinational State of),BOL,pcp,Critically endangered
157,Pacific Gulf Yupik,United States of America,USA,ems,Severely endangered
985,Padam,India,IND,,Vulnerable
2313,Padoe,Indonesia,IDN,pdo,Vulnerable
1566,Padri,India,IND,bhd,Vulnerable
641,PÃ¡ez,Colombia,COL,pbb,Definitely endangered
725,Paipai,Mexico,MEX,ppi,Severely endangered
1159,Paite,India,IND,"pck, smt",Vulnerable
1622,Paiter,Brazil,BRA,sru,Vulnerable
2031,Paiwan,China,CHN,pwn,Vulnerable
2407,Pakan,China,CHN,bbh,Definitely endangered
2470,Palaung,Myanmar,MMR,pce,Severely endangered
2471,Pale,Myanmar,MMR,pce,Severely endangered
1909,Palenque Creole,Colombia,COL,pln,Definitely endangered
2067,Palikur (Brazil),Brazil,BRA,plu,Vulnerable
306,Palikur (French Guyana),French Guiana (France),GUF,plu,Severely endangered
1297,Paloor,Senegal,SEN,fap,Vulnerable
2620,Palu'e,Indonesia,IDN,,Definitely endangered
2606,Palumata,Indonesia,IDN,pmc,Extinct
1318,Pana,Burkina Faso,BFA,png,Definitely endangered
1889,Panamahka,Nicaragua,NIC,sum,Vulnerable
2094,Panamanian Creole,Panama,PAN,,Definitely endangered
860,Panamint,United States of America,USA,par,Critically endangered
642,PanarÃ¡,Brazil,BRA,kre,Vulnerable
1967,Panare,Venezuela (Bolivarian Republic of),VEN,pbh,Vulnerable
2314,Panasuan,Indonesia,IDN,,Definitely endangered
1560,Pangvali,India,IND,pgg,Critically endangered
962,Panobo,Peru,PER,pno,Extinct
915,Papantla Totonac,Mexico,MEX,top,Definitely endangered
2696,Papapana,Papua New Guinea,PNG,ppn,Definitely endangered
2121,Papi,Papua New Guinea,PNG,ppe,Severely endangered
2044,Papora,China,CHN,ppu,Extinct
2299,Parachi,Afghanistan,AFG,prc,Definitely endangered
1814,Pareci,Brazil,BRA,pab,Definitely endangered
1840,Parintintin,Brazil,BRA,pah,Critically endangered
1587,Parji,India,IND,pci,Critically endangered
1439,Parya,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG",paq,Severely endangered
2479,Pashayi,Afghanistan,AFG,"aee, glh, psh, psi",Vulnerable
987,Pasi,India,IND,adi,Definitely endangered
518,Pasing,Lao People's Democratic Republic,LAO,bgk,Definitely endangered
1916,Patamona (Brazil),Brazil,BRA,pbc,Vulnerable
307,Patamona (Guyana),Guyana,GUY,pbc,Vulnerable
149,Patani Malay,Thailand,THA,,Vulnerable
918,Patla-Chicontla Totonac,Mexico,MEX,tku,Severely endangered
2409,Patua,China,CHN,mzs,Critically endangered
810,Patwin,United States of America,USA,wit,Critically endangered
2607,Paulohi,Indonesia,IDN,plh,Critically endangered
1842,PaumarÃ­,Brazil,BRA,pad,Severely endangered
1958,Paunaca,Bolivia (Plurinational State of),BOL,,Critically endangered
2562,Pauwi,Indonesia,IDN,yki,Vulnerable
892,Pawnee,United States of America,USA,paw,Critically endangered
2047,Pazeh,China,CHN,uun,Critically endangered
2227,Pear,Cambodia,KHM,pcb,Severely endangered
1865,Pech,Honduras,HND,pay,Severely endangered
2589,Peco' Creole,Indonesia,IDN,pey,Critically endangered
1918,Pemon (Brazil),Brazil,BRA,aoc,Vulnerable
1965,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",aoc,Vulnerable
1966,PÃ©mono,Venezuela (Bolivarian Republic of),VEN,pev,Critically endangered
2315,Pendau,Indonesia,IDN,ums,Vulnerable
1580,Pengo,India,IND,peg,Critically endangered
2623,Penrhyn,Cook Islands,COK,pnh,Severely endangered
2399,Pentlatch,Canada,CAN,ptw,Extinct
397,Permyak,Russian Federation,RUS,koi,Definitely endangered
547,Phalok,Thailand,THA,,Extinct
1604,Phalura,Pakistan,PAK,phl,Definitely endangered
2459,Phnong,Cambodia,KHM,cmo,Severely endangered
1129,Phom,India,IND,nph,Vulnerable
2256,Phong,Lao People's Democratic Republic,LAO,"hnu, tmk",Definitely endangered
2245,Phula (China),China,CHN,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Vulnerable
2244,Phula (Viet Nam),Viet Nam,VNM,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Definitely endangered
2235,Phunoi,Lao People's Democratic Republic,LAO,pho,Vulnerable
904,Phurhepecha,Mexico,MEX,tsz,Vulnerable
134,Phuthi,Lesotho,LSO,ssw,Definitely endangered
2122,Piame,Papua New Guinea,PNG,pin,Severely endangered
308,Piapoko,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",pio,Definitely endangered
2055,Piaroa (Colombia),Colombia,COL,pid,Definitely endangered
1963,Piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,pid,Vulnerable
398,Picard,"Belgium, France","BEL, FRA",pcd,Severely endangered
876,Picuris,United States of America,USA,twf,Vulnerable
399,Piedmontese,Italy,ITA,pms,Definitely endangered
645,Pijao,Colombia,COL,pij,Extinct
2494,Pije,New Caledonia (France),NCL,piz,Severely endangered
646,PilagÃ¡,Argentina,ARG,plg,Vulnerable
2345,Pingelapese,Micronesia (Federated States of),FSM,pif,Severely endangered
2082,Pintupi,Australia,AUS,piu,Vulnerable
1860,Pipil,El Salvador,SLV,ppl,Critically endangered
1843,PirahÃ£,Brazil,BRA,myp,Vulnerable
1845,Piratapuya (Brazil),Brazil,BRA,pir,Severely endangered
2010,Piratapuya (Colombia),Colombia,COL,pir,Critically endangered
2608,Piru,Indonesia,IDN,ppr,Extinct
922,Pisaflores Tepehua,Mexico,MEX,tpp,Vulnerable
2006,Pisamira,Colombia,COL,tuo,Critically endangered
400,Pite Saami,"Norway, Sweden","NOR, SWE",sje,Critically endangered
2083,Pitjantjatjara,Australia,AUS,pjt,Vulnerable
2697,Piu,Papua New Guinea,PNG,pix,Definitely endangered
277,Plains Cree,Canada,CAN,crk,Vulnerable
401,Plautdietsch,Ukraine,UKR,pdt,Definitely endangered
1142,Pochuri,India,IND,npo,Vulnerable
402,Poitevin-Saintongeais,France,FRA,fra,Severely endangered
403,Polabian,Germany,DEU,,Extinct
1386,Polci cluster,Nigeria,NGA,plj,Definitely endangered
1523,Polesian,"Belarus, Poland, Ukraine","BRB, POL, UKR",,Vulnerable
2649,Polonomombauk,Vanuatu,VUT,plb,Definitely endangered
2257,Pong,Lao People's Democratic Republic,LAO,,Definitely endangered
1078,Pontic Greek,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine","ARM, GEO, GRC, RUS, TUR, UKR",pnt,Definitely endangered
1824,Poqomam,Guatemala,GTM,,Definitely endangered
1825,Poqomchi',Guatemala,GTM,pob,Vulnerable
2371,Potawatomi (Canada),Canada,CAN,pot,Critically endangered
1529,Potawatomi (Kansas),United States of America,USA,pot,Critically endangered
272,Potawatomi (Michigan),United States of America,USA,pot,Critically endangered
1531,Potawatomi (Oklahoma),United States of America,USA,pot,Critically endangered
1530,Potawatomi (Wisconsin),United States of America,USA,pot,Critically endangered
2069,Poyanawa,Brazil,BRA,pyn,Critically endangered
1572,Prasun,Afghanistan,AFG,prn,Definitely endangered
404,ProvenÃ§al,France,FRA,oci,Severely endangered
1193,Pu,India,IND,caq,Critically endangered
2698,Puari,Papua New Guinea,PNG,pux,Critically endangered
1283,Puebla Mazatec,Mexico,MEX,,Vulnerable
309,Puinave,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",pui,Definitely endangered
710,Pukapukan,Cook Islands,COK,pkp,Definitely endangered
1937,PukobyÃª,Brazil,BRA,gvp,Vulnerable
1312,Pukur,Guinea,GIN,bcg,Definitely endangered
2346,Puluwat,Micronesia (Federated States of),FSM,puw,Severely endangered
1101,Puma,Nepal,NPL,pum,Severely endangered
310,Pume,Venezuela (Bolivarian Republic of),VEN,yae,Definitely endangered
1610,Pumpokol,Russian Federation,RUS,,Extinct
2267,Punan Batu,Malaysia,MYS,pnm,Critically endangered
549,Pupeo,China,CHN,laq,Definitely endangered
2718,Purik,"India, Pakistan","IND, PAK",prx,Vulnerable
853,PurisimeÃ±o,United States of America,USA,puy,Extinct
649,PuruborÃ¡,Brazil,BRA,pur,Critically endangered
550,Purum,India,IND,,Critically endangered
2495,PwaamÃ¨i,New Caledonia (France),NCL,pme,Definitely endangered
2158,Pwapwa,New Caledonia (France),NCL,pop,Severely endangered
2123,Pyu,Indonesia,IDN,pby,Severely endangered
551,Pyu,Myanmar,MMR,,Extinct
2032,Pyuma,China,CHN,pyu,Vulnerable
1826,Q'aanjob'al,Guatemala,GTM,,Vulnerable
1751,Q'eqchi' (Belize),Belize,BLZ,kek,Vulnerable
1827,Q'eqchi' (Guatemala),Guatemala,GTM,kek,Vulnerable
650,Qawasqar,Chile,CHL,alc,Critically endangered
2372,Qikiqtaaluk nigiani,Canada,CAN,ike,Vulnerable
2373,Qikiqtaaluk uannangani,Canada,CAN,ike,Vulnerable
1549,Quapaw,United States of America,USA,qua,Extinct
842,Quechan,United States of America,USA,yum,Definitely endangered
997,Quechua of Ancash and HuÃ¡nuco,Peru,PER,"qec, qed, qee, qan, qei, qub, qej, qel, qem",Definitely endangered
989,Quechua of Ayacucho,Peru,PER,quy,Definitely endangered
1012,Quechua of Cajamarca,Peru,PER,"qnt, quf",Severely endangered
998,"Quechua of Cajatambo, Pasco and northern JunÃ­n",Peru,PER,"qvn, qvr, qva, qxa, qxt, qxh, qvl",Severely endangered
996,Quechua of Chachapoyas,Peru,PER,quk,Critically endangered
1013,Quechua of Cuzco,Peru,PER,quz,Vulnerable
1944,Quechua of Northern Bolivia,Bolivia (Plurinational State of),BOL,qul,Vulnerable
1945,Quechua of Pacaraos,Peru,PER,qvp,Critically endangered
1015,Quechua of Peruvian Amazonia,Peru,PER,"qln, qlb",Vulnerable
1014,Quechua of San MartÃ­n,Peru,PER,qsa,Severely endangered
2303,Quechua of Santiago del Estero,Argentina,ARG,qus,Definitely endangered
1943,Quechua of Southern Bolivia,Bolivia (Plurinational State of),BOL,quh,Vulnerable
1946,Quechua of Yauyos,Peru,PER,qux,Critically endangered
1930,Quichua (CaÃ±ar and Azuay),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered
1935,"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1929,Quichua (Imbabura),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1931,Quichua (Loja),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered
1275,Quichua (Napo),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1276,Quichua (Pastaza),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
586,Quichua (Salasaca),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
791,Quileute,United States of America,USA,qui,Extinct
795,Quinault,United States of America,USA,qun,Extinct
87,Qwarenya,Ethiopia,ETH,,Extinct
1174,Rabha,India,IND,rah,Vulnerable
2316,Rahambuu,Indonesia,IDN,raz,Vulnerable
1172,Raji,Nepal,NPL,rji,Severely endangered
1892,Rama,Nicaragua,NIC,,Critically endangered
2092,Rama Cay Creole,Nicaragua,NIC,,Definitely endangered
443,Rangkas,India,IND,rgk,Extinct
2428,Rao,China,CHN,tct,Definitely endangered
705,Rapa,French Polynesia (France),PYF,ray,Severely endangered
711,Rapanui,Chile,CHL,rap,Severely endangered
704,Rarotongan,Cook Islands,COK,rar,Vulnerable
1175,Raute,Nepal,NPL,rau,Severely endangered
2179,Razihi,Yemen,YEM,,Definitely endangered
2419,Red Gelao (China),China,CHN,gir,Critically endangered
2230,Red Gelao (Viet Nam),Viet Nam,VNM,gir,Critically endangered
231,Rembarrnga,Australia,AUS,rmb,Critically endangered
1207,Remo,India,IND,bfw,Severely endangered
1139,Rengma,India,IND,"nnl, nre",Vulnerable
2650,Repanbitip,Vanuatu,VUT,rpn,Definitely endangered
1329,Reshe,Nigeria,NGA,res,Vulnerable
1348,Resian,Italy,ITA,slv,Definitely endangered
651,ResÃ­garo,Peru,PER,rgr,Critically endangered
1911,Reyesano,Bolivia (Plurinational State of),BOL,rey,Critically endangered
1478,Rhenish Franconian,"Germany, France","DEU, FRA",pfl,Vulnerable
2472,Riang,Myanmar,MMR,ril,Critically endangered
2398,Rigolet Inuktitut,Canada,CAN,ike,Critically endangered
1819,Rikbaktsa,Brazil,BRA,rkb,Severely endangered
879,Rio Grande Keresan,United States of America,USA,,Definitely endangered
2133,Ririo,Solomon Islands,SLB,rri,Critically endangered
232,Ritharrngu,Australia,AUS,rit,Definitely endangered
1487,River GuarijÃ­o,Mexico,MEX,,Vulnerable
405,Romani,"Albania, Germany, Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Estonia, Finland, France, Greece, Hungary, Italy, Latvia, Lithuania, The former Yugoslav Republic of Macedonia, Netherlands, Poland, Romania, United Kingdom of Great Britain an","ALB, DEU, AUT, BRB, BIH, BGR, HRV, EST, FIN, FRA, GRC, HUN, ITA, LVA, LTU, MKD, NLD, POL, ROU, GBR, RUS, SVK, SVN, CHE, CZE, TUR, UKR, SRB, MNE","rmc, rmf, rml, rmn, rmo, rmw, rmy",Definitely endangered
2057,Romani (Colombia),Colombia,COL,,Vulnerable
406,Romansh,Switzerland,CHE,roh,Definitely endangered
1182,Rongpo,India,IND,rnp,Vulnerable
1436,Roshorvi,Tajikistan,TJK,sgh,Severely endangered
2626,Rotuman,Fiji,FJI,rtm,Vulnerable
552,Ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",scb,Definitely endangered
1176,Ruga,India,IND,ruh,Critically endangered
2033,Rukai,China,CHN,dru,Vulnerable
2473,Rumai,Myanmar,MMR,,Severely endangered
1378,Rushani,"Tajikistan, Afghanistan","TJK, AFG",sgh,Definitely endangered
407,Rusyn,"Hungary, Poland, Romania, Slovakia, Ukraine","HUN, POL, ROU, SVK, UKR",rue,Vulnerable
1036,Rutul,"Azerbaijan, Russian Federation","AZE, RUS",rut,Definitely endangered
2039,Saaroa,China,CHN,sxr,Critically endangered
1646,Saba,Chad,TCD,saa,Definitely endangered
1623,SabanÃª,Brazil,BRA,sae,Critically endangered
553,Sach,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",scb,Definitely endangered
1006,Saek,"Lao People's Democratic Republic, Thailand","LAO, THA",skb,Definitely endangered
823,Sahaptin,United States of America,USA,"uma, waa",Severely endangered
2035,Saisiyat,China,CHN,xsy,Severely endangered
1138,Sak (Bangladesh),Bangladesh,BGD,ckh,Severely endangered
554,Sak (Myanmar),Myanmar,MMR,ckh,Vulnerable
1828,Sakapultek,Guatemala,GTM,quv,Definitely endangered
1745,Sake,Gabon,GAB,sak,Severely endangered
629,Sakurabiat,Brazil,BRA,skf,Severely endangered
652,SalamÃ£y,Brazil,BRA,mnd,Critically endangered
1429,Salar,China,CHN,slr,Vulnerable
2609,Salas,Indonesia,IDN,sgu,Severely endangered
311,SÃ¡liba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",slc,Severely endangered
2317,Saluan,Indonesia,IDN,slb,Vulnerable
445,SÄmn,Nepal,NPL,raq,Severely endangered
555,Samatao,China,CHN,ysd,Critically endangered
2449,Samatu,China,CHN,,Critically endangered
1389,Sambe,Nigeria,NGA,,Critically endangered
556,Samei,China,CHN,smh,Severely endangered
2124,Samosa,Papua New Guinea,PNG,swm,Severely endangered
1102,Sampang,Nepal,NPL,rav,Vulnerable
2457,Samrai,Cambodia,KHM,,Critically endangered
1000,Samray,"Cambodia, Thailand","KHM, THA",smu,Critically endangered
2228,Samre,Cambodia,KHM,sxm,Critically endangered
2063,San Andres Creole,Colombia,COL,icr,Vulnerable
851,San Dionisio del Mar Huave,Mexico,MEX,hve,Definitely endangered
694,San Francisco del Mar Huave,Mexico,MEX,hue,Critically endangered
939,San Mateo del Mar Huave,Mexico,MEX,huv,Vulnerable
2053,SanapanÃ¡,Paraguay,PRY,sap,Definitely endangered
1917,Sanema (Brazil),Brazil,BRA,xsu,Vulnerable
1977,Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,xsu,Vulnerable
1196,Sanenyo,India,IND,crv,Critically endangered
2411,Sangkong,China,CHN,sgk,Vulnerable
1440,Sanglechi,"Tajikistan, Afghanistan","TJK, AFG",sgl,Severely endangered
1133,Sangtam,India,IND,nsa,Vulnerable
1288,Sanhaja of Srair,Morocco,MAR,sjs,Critically endangered
1424,Santa,China,CHN,sce,Vulnerable
146,Santa MarÃ­a del Mar Huave,Mexico,MEX,hvv,Severely endangered
557,Sanyi,China,CHN,ysy,Severely endangered
2610,Saparua,Indonesia,IDN,spr,Definitely endangered
312,SapÃ©,Venezuela (Bolivarian Republic of),VEN,spc,Critically endangered
2563,Saponi,Indonesia,IDN,spi,Critically endangered
2374,Sarcee,Canada,CAN,srs,Critically endangered
1461,Sarikoli,China,CHN,srh,Definitely endangered
47,Sarwa,Chad,TCD,swy,Definitely endangered
1427,Saryg Yugur,China,CHN,ybe,Severely endangered
408,Sassarese,Italy,ITA,sdc,Definitely endangered
1447,SatÄri,Nepal,NPL,sat,Vulnerable
2347,Satawal,Micronesia (Federated States of),FSM,stw,Severely endangered
346,Saterlandic,Germany,DEU,stq,Severely endangered
768,Sauk-Fox,United States of America,USA,sac,Critically endangered
2375,Saulteau,Canada,CAN,ojw,Vulnerable
2564,Sause,Indonesia,IDN,sao,Severely endangered
1837,Savi,"Pakistan, Afghanistan","PAK, AFG",sdg,Definitely endangered
2636,Savo,Solomon Islands,SLB,svs,Definitely endangered
1293,Sawkna,Libyan Arab Jamahiriya,LBY,swn,Critically endangered
908,Sayultec,Mexico,MEX,,Definitely endangered
409,Scanian,"Denmark, Sweden","DNK, SWE",swe,Vulnerable
410,Scots,United Kingdom of Great Britain and Northern Ireland,GBR,sco,Vulnerable
411,Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,GBR,gla,Definitely endangered
2376,Sechelt,Canada,CAN,sec,Critically endangered
103,Segeju,United Republic of Tanzania,TZA,seg,Severely endangered
1314,Sei,Sierra Leone,SLE,,Extinct
2377,Sekani,Canada,CAN,sek,Critically endangered
1163,Seke,Nepal,NPL,skj,Vulnerable
2294,Semai,Malaysia,MYS,sca,Severely endangered
2295,Semaq Beri,Malaysia,MYS,szc,Critically endangered
2293,Semelai,Malaysia,MYS,sza,Severely endangered
2300,Semnani,Iran (Islamic Republic of),IRN,"lsa, sgr, smy, sqo",Definitely endangered
1792,Senaya,Iran (Islamic Republic of),IRN,syn,Critically endangered
2125,Sene,Papua New Guinea,PNG,sej,Critically endangered
2378,Seneca (Canada),Canada,CAN,see,Critically endangered
274,Seneca (United States of America),United States of America,USA,see,Severely endangered
1291,Sened,Tunisia,TUN,sds,Extinct
2565,Senggi,Indonesia,IDN,snu,Vulnerable
558,Sengmai,India,IND,,Extinct
2701,Sengseng,Papua New Guinea,PNG,ssz,Vulnerable
1363,Sentilese,India,IND,std,Critically endangered
2702,Sepa,Papua New Guinea,PNG,spe,Vulnerable
2703,Sera,Papua New Guinea,PNG,sry,Severely endangered
1080,Seri,Mexico,MEX,sei,Vulnerable
2611,Serili,Indonesia,IDN,sve,Vulnerable
866,Serrano,United States of America,USA,ser,Extinct
2621,Seru,Malaysia,MYS,szd,Extinct
689,Seward Peninsula Inupiaq (Big Diomede Island),Russian Federation,RUS,esk,Extinct
1373,Seward Peninsula Inupiaq (King Island),United States of America,USA,esk,Critically endangered
1374,Seward Peninsula Inupiaq (Little Diomede Island),United States of America,USA,esk,Critically endangered
1375,Seward Peninsula Inupiaq (Norton Sound),United States of America,USA,esk,Critically endangered
82,Shabo,Ethiopia,ETH,sbf,Severely endangered
1632,Shanenawa,Brazil,BRA,ywn,Vulnerable
750,Sharanahua,Peru,PER,mcd,Severely endangered
2651,Shark Bay,Vanuatu,VUT,ssv,Vulnerable
1719,Shatt,Sudan,SDN,shj,Severely endangered
770,Shawnee,United States of America,USA,sjw,Severely endangered
2405,She,China,CHN,shx,Critically endangered
1096,Sherdukpen,India,IND,sdp,Vulnerable
1128,Sherpa,"China, India, Nepal","CHN, IND, NPL",xsr,Vulnerable
1127,Shingsaba,"China, Nepal","CHN, NPL",lhm,Vulnerable
654,Shipibo-Conibo,Peru,PER,shp,Definitely endangered
1428,Shira Yugur,China,CHN,yuy,Severely endangered
1988,Shiwiar,Ecuador,ECU,acu,Severely endangered
2437,Shixing,China,CHN,sxg,Definitely endangered
1199,Shompen,India,IND,sil,Critically endangered
498,Shor,Russian Federation,RUS,cjs,Severely endangered
861,Shoshoni (Idaho),United States of America,USA,shh,Severely endangered
1469,Shoshoni (Nevada),United States of America,USA,shh,Severely endangered
1468,Shoshoni (Wyoming),United States of America,USA,shh,Severely endangered
759,Shuar chicham,Ecuador,ECU,jiv,Definitely endangered
760,Shughni,"Tajikistan, Afghanistan","TJK, AFG",sgh,Vulnerable
1498,Shumashti,Afghanistan,AFG,sts,Severely endangered
2379,Shuswap,Canada,CAN,shs,Definitely endangered
1720,Shwai,Sudan,SDN,shw,Critically endangered
1260,Sia Pedee,Ecuador,ECU,sja,Critically endangered
2268,Sian,Malaysia,MYS,spg,Severely endangered
1430,Sibe,China,CHN,sjo,Severely endangered
680,Siberian Tatar,Russian Federation,RUS,tat,Definitely endangered
1023,Sicilian,Italy,ITA,scn,Vulnerable
1504,Sierra de Puebla NÃ¡huatl,Mexico,MEX,,Definitely endangered
927,Sierra OtomÃ­,Mexico,MEX,otm,Vulnerable
907,Sierra Popoluca,Mexico,MEX,poi,Vulnerable
916,Sierra Totonac,Mexico,MEX,tos,Severely endangered
1747,Sighu,Gabon,GAB,sxe,Severely endangered
2380,Siglitun,Canada,CAN,ikt,Severely endangered
1994,SikÃ¯iyana,Suriname,SUR,sik,Critically endangered
296,Sikuani,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","guh, gob",Vulnerable
559,Sila,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",slt,Definitely endangered
1136,Simi,India,IND,nsm,Vulnerable
108,Singa,Uganda,UGA,sgm,Extinct
1103,Singpho,India,IND,sgp,Definitely endangered
1431,Sinkiang Dagur,China,CHN,dta,Definitely endangered
653,Siona  Secoya (Peru),Peru,PER,"sey, snn",Definitely endangered
2056,Siona / Secoya (Colombia),Colombia,COL,"sey, snn",Critically endangered
757,Siona / Secoya (Ecuador),Ecuador,ECU,"sey, snn",Severely endangered
885,Sioux,United States of America,USA,dak,Vulnerable
1829,Sipakapense,Guatemala,GTM,qum,Definitely endangered
2049,Siraiya,China,CHN,fos,Extinct
1934,Siriano (Brazil),Brazil,BRA,sri,Vulnerable
2008,Siriano (Colombia),Colombia,COL,sri,Definitely endangered
1914,SirionÃ³,Bolivia (Plurinational State of),BOL,srq,Severely endangered
1561,Sirmaudi,India,IND,srx,Critically endangered
2161,Sishee,New Caledonia (France),NCL,sih,Extinct
2699,Sissano,Papua New Guinea,PNG,sso,Critically endangered
806,Siuslaw,United States of America,USA,sis,Extinct
1795,Sivandi,Iran (Islamic Republic of),IRN,"siy, faz",Definitely endangered
6,Siwi,Egypt,EGY,siz,Definitely endangered
2156,Ske,Vanuatu,VUT,,Severely endangered
412,Skolt Saami,"Finland, Norway, Russian Federation","FIN, NOR, RUS",sms,Severely endangered
413,Slovincian,Poland,POL,csb,Extinct
2462,So-ng,Cambodia,KHM,,Critically endangered
2566,Sobei,Indonesia,IDN,sob,Definitely endangered
97,Sogoo,Kenya,KEN,oki,Extinct
2302,Soi,Iran (Islamic Republic of),IRN,soi,Definitely endangered
461,Solon,China,CHN,"evn, orh",Definitely endangered
2704,Somm,Papua New Guinea,PNG,smc,Definitely endangered
23,Somyev,"Cameroon, Nigeria","CMR, NGA",kgt,Critically endangered
1482,Sonora Lower Pima,Mexico,MEX,,Severely endangered
716,Sonsorol,Palau,PLW,sov,Severely endangered
106,Soo,Uganda,UGA,teu,Critically endangered
1949,Soqotri,Yemen,YEM,sqt,Severely endangered
1205,Sora,India,IND,srb,Vulnerable
384,Sorbian,Germany,DEU,"dsb, hsb",Definitely endangered
2152,Sorsorian,Vanuatu,VUT,,Critically endangered
1022,South Italian,Italy,ITA,nap,Vulnerable
672,South Jutish,"Germany, Denmark","DEU, DNK",jut,Definitely endangered
414,South Saami,"Norway, Sweden","NOR, SWE",sma,Severely endangered
2381,South Slavey,Canada,CAN,xsl,Definitely endangered
832,Southeastern Pomo,United States of America,USA,pom,Extinct
1486,Southeastern Tarahumara,Mexico,MEX,tcu,Vulnerable
462,Southern Altay,Russian Federation,RUS,alt,Definitely endangered
2164,Southern Ayta,Philippines,PHL,ays,Critically endangered
1264,Southern Chocho,Mexico,MEX,coz,Severely endangered
688,Southern East Cree,Canada,CAN,crj,Vulnerable
261,Southern Haida,Canada,CAN,hax,Critically endangered
499,Southern Kamchadal,Russian Federation,RUS,,Extinct
677,Southern Khanty,Russian Federation,RUS,kca,Extinct
678,Southern Mansi,Russian Federation,RUS,mns,Extinct
1473,Southern Paiute,United States of America,USA,ute,Severely endangered
836,Southern Pomo,United States of America,USA,peq,Critically endangered
679,Southern Selkup,Russian Federation,RUS,sel,Critically endangered
817,Southern Sierra Miwok,United States of America,USA,skd,Critically endangered
1539,Southern Tiwa (Isleta Pueblo),United States of America,USA,tix,Definitely endangered
1538,Southern Tiwa (Sandia Pueblo),United States of America,USA,tix,Definitely endangered
980,Southern Tlapanec,Mexico,MEX,,Severely endangered
2440,Southern Tujia,China,CHN,tjs,Severely endangered
2382,Southern Tutchone,Canada,CAN,tce,Critically endangered
910,Southern Zoque,Mexico,MEX,,Definitely endangered
1483,Southwestern Tepehuan,Mexico,MEX,tla,Vulnerable
990,Southwestern Tlapanec,Mexico,MEX,,Vulnerable
2155,Sowa,Vanuatu,VUT,,Critically endangered
1279,Soyaltepec Mazatec,Mexico,MEX,vmp,Vulnerable
1449,Soyot,Russian Federation,RUS,,Extinct
2715,Spiti,"India, Pakistan","IND, PAK",spt,Vulnerable
801,Spokane,United States of America,USA,spo,Critically endangered
2383,Squamish,Canada,CAN,squ,Critically endangered
2461,Stieng,Cambodia,KHM,,Severely endangered
2384,Stoney,Canada,CAN,sto,Vulnerable
2385,Straits Salish,"Canada, United States of America","CAN, USA",str,Severely endangered
2705,Suarmin,Papua New Guinea,PNG,seo,Definitely endangered
96,Suba,"Kenya, United Republic of Tanzania","KEN, TZA","sxb, ssc",Vulnerable
1896,Subtiaba,Nicaragua,NIC,sut,Extinct
1100,Sulung,"China, India","CHN, IND",suv,Definitely endangered
2126,Sumariup,Papua New Guinea,PNG,siv,Severely endangered
1105,Sunwar,Nepal,NPL,suz,Vulnerable
1107,Surel,Nepal,NPL,,Critically endangered
